gpa,gre,math_camp,final_grade,camp_score
1.5,140.16030000270013,0,174.9840920030358,-1.1634695375634014
2.95,148.17700785795753,0,196.4126320875573,-0.4351101615677566
3.84,157.82241068140496,0,184.80312780009587,-2.535502900127172
3.85,151.60760981281837,0,175.4325229422962,-1.2883726987087694
3.93,156.12251481249376,1,194.5680694595593,1.660942299175732
2.82,148.04378319007904,1,175.09008170713497,1.2547784316679254
3.61,135.59816627692751,1,173.80064403927648,1.2844282375274862
2.05,136.63154972031103,0,160.42285912809996,-1.030777580505051
3.84,154.7417177612795,1,205.58167602621106,0.036979140404780564
3.99,156.98773732868258,0,191.3616385651102,-1.96951699870559
3.63,145.58104218450543,1,199.82784950101515,0.11341814868135802
3.99,168.96322823553498,0,196.15606379455863,-0.8769653246677866
3.72,152.22451043518168,0,184.85593070278986,-0.6429896842839635
3.52,141.0673781087053,0,188.81266796816743,-1.2641952451471623
2.72,151.03426819301458,0,175.3171613897918,-2.0355102434727304
3.79,148.76221792202918,0,191.55865216539013,-0.7498278771406122
3.22,149.42527970256265,1,170.48913795554415,0.6075767523751336
2.38,144.79884163561377,0,157.07833189732847,-1.4119632042203398
3.21,154.88878019604758,1,212.58236623673713,2.5184510867282572
3.8,141.48821005994486,0,165.42049814771173,-1.9146571404443793
3.39,153.3521738181571,0,199.05091221325708,-0.3576838546647624
3.08,153.092703819113,1,188.88352427390134,3.012760364332499
3.29,152.09466387527416,0,208.45422619412952,-1.1739164157440367
3.94,149.76568008321058,1,191.06363294129693,2.2005787423365293
3.96,142.86775857469405,0,199.05289478404393,-1.9266610831622257
3.7,153.18369082126225,1,172.91396470309553,0.03294174327585686
3.04,151.22956879250316,1,170.28584678883394,0.9501644126090024
3.97,150.04490054245204,1,171.93921778743686,1.1118632975694347
3.02,144.91356135215307,0,175.62070587795785,-3.7845003761898175
3.63,139.45308931449642,0,203.48491384937117,-0.8666983078576111
3.27,156.23121405233172,0,181.81891620669649,-0.6923538889977776
3.31,148.04655154257705,0,186.31167650941532,-1.887988933108606
2.85,155.31418376233063,1,200.07540579127698,0.10854706027743477
3.58,157.4619562242583,1,194.58970226091947,0.7285994248975075
3.72,170,1,221.75470612309346,0.4684427053606113
2.75,146.93951767490194,0,152.35512601554782,-0.48251550304262836
3.32,156.0500745222319,0,210.47779366800762,-1.8656704488284173
3.52,153.2390208523334,0,178.2033000415574,-1.77148277233742
3.92,154.57305473377872,1,205.53219183204942,0.24909167857061243
3.54,150.89317627488424,0,191.84664354652426,-1.8033845174503893
3.79,143.57861658472422,0,206.86409110144018,-0.23308750695284763
2.73,146.63153108861889,0,169.69415906382625,-2.1858995079623584
4,146.07313320751538,0,186.5509930919006,-0.27483863695792377
3.68,159.74746160879104,0,182.68941660471756,-2.2217061727619822
3.78,149.09665573803406,1,205.34697623496976,0.708847727797111
3.69,142.65238580540995,0,153.85960770723486,-0.48735800242728744
3.69,154.13411338652696,0,186.01024020353378,-1.359103675627038
3.81,146.78055360958354,0,188.67570901503905,-0.6295431533457285
3.82,152.74547719661956,0,173.07596224289358,-1.8468123216300556
3.96,147.2830243521853,1,194.0880709264697,0.09779046007526593
2.7,142.29477218594923,0,151.73613223926137,-1.4674864018233005
3.24,145.7710511812629,0,167.25370394876333,-1.1285346377006582
2.64,140.83965697107067,0,191.38284996149065,-1.2395664184237405
3.68,150.57740480514983,0,185.9534733272675,-1.4560816619197918
3.78,165.1940289611768,1,216.50424683731404,0.3070045945358981
3.26,146.91906053182282,0,181.0234860367906,-2.721818524070366
3.61,146.1312123484509,0,172.02306059644093,-3.1739519484672636
2.27,141.65524266121062,0,166.24835870027923,-0.27091151784476486
3.74,152.59844220200094,0,197.93725115806603,-2.3589031006123333
3.03,150.6606570149794,0,170.78261098162073,-2.192341216736892
3.33,148.16813181183966,1,170.12603499519338,2.3903154319838036
2.67,145.2548111861164,0,181.79246191781368,-0.5043389559242484
3.77,154.85421397498408,0,180.77188475012065,-1.8446832136146407
3.97,161.22261605549863,1,156.91848825632698,0.8023094306940226
3.29,156.5857039628171,0,172.13924255865481,-0.9699367767813363
3.97,150.3547984927067,1,174.4128594170884,0.7672747227193389
3.04,150.2609135198427,0,187.40362020940552,-0.26767771082541203
3.5,146.62373100603452,0,175.21291605322756,-2.258202563865028
3.72,151.04624049641626,1,184.56157199558268,0.2952186601724254
2.79,151.06576625365307,0,155.06002416568333,-1.5429562720559735
3.83,140.36224192429745,0,147.3824575707319,-0.2721757075601866
3.01,148.24494078593844,0,163.50637124113297,-0.9014954926373335
2.93,155.59131268424204,0,205.23262757942786,-0.23361765339905713
3.72,154.25297478136343,1,182.67253621542298,2.153744710322639
2.91,142.270637751997,1,168.1843324148508,0.8130668147935394
3.33,144.71473402970412,0,180.31223571507013,-3.2845117458069173
2.41,148.2292610438866,0,177.47118508854118,-0.4076262660560934
3.59,154.54168840806437,1,210.6870226032442,2.961389040153077
3.63,156.96124405421034,1,199.85350863250574,0.8373112302848861
2.26,141.56476854285353,0,168.89242457566087,-0.23930807046084734
3.07,160.11752794767582,1,187.65333796120328,0.5061094988516939
2.68,137.84740057318453,0,179.00947144321086,-0.3802490290628733
3.24,150.73594632273685,1,210.5714678795356,3.1479712042613115
3.75,141.7459962696816,0,157.89090161611807,-1.1497776917032236
3.72,155.31639181527237,1,193.60620606080477,0.4472625707013276
3.09,147.29276809093295,1,198.74046106077708,0.1250736010431157
2.83,145.1771235926354,1,175.54452160125803,1.5078688493047998
3.37,149.69685159766357,0,184.43437279870278,-0.49443049853551985
3.52,142.72584915874594,1,203.3071622807156,0.5317638505319859
3.05,147.73176762895534,1,185.48829422431882,1.5009885286178957
3.15,149.49391260328255,0,197.72021382433462,-0.4298039697891895
3.19,150.23150598257195,0,173.70078085512665,-1.5242845281052702
3.81,150.80525690494758,0,176.82266593809476,-1.523534895737139
3.2,153.87774312001727,0,174.1651555946726,-2.326551503831638
3.47,143.1768655716295,1,199.46670720634492,0.057588415778871194
3.16,157.93132400649225,0,168.37734511566902,-1.2839430690008107
3.4,148.34941506789033,1,188.08087191595303,0.9349054844964488
3.11,153.72660768657383,1,180.19384390845994,1.6583965787642243
3.05,152.56077545784936,1,199.67365350535474,0.5819248409878461
3.6,152.07137066492191,0,194.87788192607206,-0.3877718926732068
3.52,144.02464581960908,0,184.96892699625442,-1.763347018464271
3.15,141.5344483007548,1,188.45288026390872,0.5942623830394227
2.39,146.04870482082913,0,193.3412958022762,-0.4775520375727097
3.52,149.64451274346084,1,185.65797406276414,0.351695952441085
3,149.8639098582094,0,178.32999122605645,-0.6481590859598229
2.83,147.46359479340214,1,190.3931609987191,0.4454457851374568
3.05,154.45387850921384,0,180.30960893101627,-0.798975899637427
3.7,138.1503595843434,0,164.75712769772701,-2.875795798145994
3.14,153.02411091824584,0,168.17633458051762,-0.9103136700686977
3.89,144.2954973867267,0,175.11187046722887,-0.5197444559344857
3.44,144.46071793726892,0,180.74229180437345,-3.5468145679458414
2.71,139.45764222624624,0,155.04177648277732,-0.5039185939676631
3.31,151.926096188113,0,181.73942368898759,-1.9438524541973257
3.35,148.36734153076176,0,172.55942977841306,-1.2383586190283928
2.93,148.5380353411695,1,179.67570892412832,-0.024265261343357825
3.46,154.12437740666763,0,168.8683418643107,-2.446920346385224
3.73,141.5080577200351,0,180.78545492729307,-2.046908346580527
3.57,144.4107675791011,0,174.67995849282084,-0.37829770448574196
2.97,150.5399735276423,0,181.2360319817741,-0.5597205712076829
1.86,142.4495529017714,0,162.84624866029642,-2.105181749917757
3.17,150.74325123286522,1,154.75682789724274,2.5995271012684196
3.14,141.03156018459975,1,188.91269962565642,1.203812348509442
1.88,142.19678267863975,0,160.1251281337365,-0.8835301458952697
3.89,164.93615413435987,0,193.7003199481294,-3.2058163146293555
2.95,152.2469438861317,0,191.63639048086947,-1.4557379810157745
3.34,149.66572760128906,0,159.75560900805803,-1.6263556563171653
2.39,145.04673196954684,1,190.04676450112748,0.22278069561829206
3.88,147.3366460832214,0,204.4877993814419,-0.19451032121187162
2.89,147.21144145427536,1,190.35685017140312,0.5320856553976796
3.42,152.10186590553096,0,174.0522024238984,-1.7375812942083424
3.5,150.88765543063485,0,164.23185486697764,-3.857506115969006
3.39,152.20665549499975,0,160.05197863066223,-2.561646354317437
3.14,150.78681566217756,0,176.43258650673263,-1.5395131785643865
2.6,144.21198429569282,1,172.50207756726874,1.1424925531359567
3.72,153.93933527004498,0,177.81919440075342,-0.7676045541007023
3.47,152.50206772649344,0,189.9067914991078,-1.1108791820562238
3.07,155.50137621178771,0,178.75734680142222,-0.22990906189327687
2.44,152.0170737645604,0,166.10189973829273,-1.2062375728672898
3.66,152.03504328319195,1,200.394644844774,1.181921995176455
3.47,141.87759536029867,0,172.58915156192342,-1.3830115832677232
2.91,147.71276880598947,1,202.33862905725007,2.452096345479786
3.59,147.58061872842146,0,184.04837070474164,-5.239417324484742
3.31,152.89462562638897,0,179.0504145764509,-0.25626480724304157
3.02,149.35081496162007,0,178.59506001987617,-3.3178506364853906
3.85,157.45729140744749,0,199.6741160031358,-0.3977610371204854
3.27,133.83844909840326,0,169.0678544239604,-1.089139029107065
2.22,143.1241951012936,0,163.28751099209546,-0.7304331755243153
1.64,141.90531683652932,0,163.60338065039969,-1.5637568968311926
3.09,147.13978687430043,1,161.52513062689977,0.29637256916190496
3.72,151.11774212817625,1,211.51285007078314,0.754211939671017
2.45,146.70160351067813,0,182.18424626532226,-2.3855261232000626
3.64,149.79574159227502,1,177.24617867247278,0.3478062461268978
2.95,144.99153119245085,1,192.27554373931082,1.1773494447235908
3.87,156.64300992174543,0,204.20361557816312,-0.9541271417818432
3.82,145.81731767357053,0,199.23329010108642,-0.3628930795754445
3.88,155.02338003249312,1,214.30554241529472,2.2534597887872803
3.51,152.20226252551947,1,189.72864307136769,0.3741933359028946
2.86,143.57895117932557,0,161.48756621042338,-3.869184306047244
2.64,146.4068652919019,1,184.271797695604,0.5000044618742605
3.53,147.30408856503772,0,174.74729972059032,-0.4168810104510676
3.21,152.51078623596413,0,191.76724021579156,-0.29607419514147915
2.87,146.73959851984176,0,135.1783629205649,-0.9512685372357379
3.79,156.72998143888805,0,193.84751220005793,-1.8952781251173056
3.61,154.59968595350662,0,199.84045817603698,-0.21014869759018628
2.71,142.90063903000473,1,182.84951421981407,1.0790993277562706
3.14,149.67056186392122,0,184.3199815088566,-0.902776342894773
3.45,153.55330716159847,0,179.04465476792723,-1.296984783801391
2.51,141.83991857210643,1,188.03647656489076,0.8469260284914432
3.3,156.85579493699498,1,201.95708315299456,2.661254891621589
3,148.6730840328593,0,196.55553954290207,-1.4776376627274257
2,145.24051157097696,1,186.11786965532306,0.40295746432565127
3.3,151.85546051354362,1,165.50170003512557,0.01901486194881441
3.13,154.0998975565655,0,183.55372283427246,-1.753670754996485
3.08,152.3566954574069,1,184.95956877086513,1.1182702034895937
3.89,157.14005401317104,1,202.08396161187378,2.3068342822935706
3.6,151.52023411680167,0,193.78873966455157,-1.6210741271242164
2.63,144.2039396105128,0,169.53356645501927,-0.6535400563735673
3.76,148.5449917348989,1,191.3697880160876,0.5472776259180544
3.43,156.62601613890712,1,198.05872478239675,1.0275267810038973
3.62,151.5241476895702,0,174.77984543052975,-3.778802151950834
3.96,151.74800886384912,1,200.95856209583658,2.8222588698837696
3.58,154.38946923988235,1,175.69918139575583,1.0024002101658696
3.58,148.30259845446398,0,191.63137549517643,-2.307032882909033
2.62,141.0222186029336,0,167.17135622001854,-1.2825075434325959
2.64,146.0580389826164,1,181.25747534102993,0.04309768103228523
2.16,147.418964802498,0,176.53256663576818,-2.379656267734072
2.93,147.3361787205314,0,170.41049378449128,-0.3184748129173117
2.98,150.4650971764593,0,161.09050679371296,-1.7480703963034114
3.07,154.3277320174886,0,172.71069344087886,-2.038572939440061
2.61,149.35183865404355,1,167.8458893477226,2.3669981874398545
3.52,141.66542435398307,0,197.94082783168992,-0.2528167823002233
3.84,156.5581654593185,0,176.18176592216315,-2.627730289507377
3.4,148.0118752415955,0,189.22996472025292,-0.34225894963612435
3.62,151.73918506956838,0,188.35259772906318,-0.1881118968337684
2.84,138.27187530049954,0,184.7806581031161,-0.7109696163694278
2.6,148.20605111037978,0,163.03407339891174,-0.21213029819701268
3.69,146.4469010303502,0,177.39120849407624,-0.9912643883855219
3.21,145.92373276765912,1,185.982997467983,0.23420533457251314
3.73,144.0421489729508,0,136.30978592519506,-1.6176844046627432
3.75,149.7807674963919,1,206.7486903473689,0.6981207113561059
3.21,144.60399798296385,0,187.8811429631112,-0.30455912453659334
3.04,142.45893022294223,0,162.4691241851176,-1.7199237484116148
2.47,149.9257951366215,0,179.02922834250313,-0.746174334589366
2.66,150.82801360372207,0,144.1112198991576,-0.37585627909569297
3.4,153.6052151087691,0,177.9455473540881,-3.7773354114445397
3.57,153.2297099808778,0,202.21061429362103,-1.223986654757183
2.94,153.73254685852837,0,191.61250605551515,-1.6389617400087921
3.66,151.9904411204158,1,182.3174281038804,1.7525760089724738
3.99,145.72815154609805,1,177.4474384482655,2.128351827196113
2.59,140.92591994805002,1,165.61166978844196,-0.035893019312350616
2.76,147.8088731521927,1,185.46789362029125,0.12512896015757802
2.14,150.91875874859667,1,171.23281662907704,0.4377745100716556
2.61,145.61516904024975,0,168.9110372881985,-1.4405688685965796
2.88,139.67145261056928,1,184.20493407132807,1.4256176063386088
3.3,144.22715886440594,1,182.3724782575356,0.20510542194830927
3.69,143.30011383148232,0,179.4005217405583,-2.304512047734819
3.1,146.27096278415877,1,183.8401059263991,1.7188199561064708
3.47,151.4800086804958,1,206.63160778528066,1.4285667180288868
3.88,151.87914193659725,0,207.09932579067257,-1.056861330740957
3.15,148.19821489573005,0,179.26755512509845,-2.118838621488068
2.68,145.16588462225678,1,191.13461491151875,0.8743532621460803
2.98,151.95642484695347,0,173.35356830239107,-0.7367563855275626
2.32,143.82159163785414,1,200.39509465117402,0.05034751233466461
3.79,149.0173569249914,1,216.59127455271297,0.2471854410912876
3.66,160.65329461089206,1,197.7346017201361,0.6161876973328668
1.59,137.84237883936916,0,163.1462889698289,-0.900085921630585
2.91,148.01807618788322,0,189.63037865520272,-3.6360625084534144
3.97,148.27857251565155,0,182.19296507859812,-0.7242243480889882
2.5,148.97076137167565,1,147.7244703863574,0.3274327149123939
2.27,145.10111424451918,0,160.35688228251666,-0.4692766206877117
2.72,146.4400508920957,0,187.68276893141598,-0.8686305316491612
3.47,155.6845389922933,0,178.93882255949396,-0.20366013292888469
3.85,151.42819217170313,1,203.46921087062898,3.479684647997105
2.64,145.91380798657602,0,157.0722294639583,-0.1825131398832639
4,157.06214664556288,0,179.64868023161694,-0.4476780206798969
3.42,155.92803695280122,0,168.32081525154757,-0.5002571920815101
3.33,155.02857936396478,1,197.24895407631126,0.8490661092435389
2.43,147.21056891107446,0,169.14079713637588,-0.2960474838705426
3.84,148.20841908174697,0,170.0970146582915,-2.46866210736276
3.75,149.52584334219918,1,184.92731910463303,0.5659373240273425
3.49,149.46529643474514,0,195.0314827656917,-1.5275903652644214
2.76,150.0615001041607,0,170.52988710635924,-0.5115489380454119
2.91,152.236145300797,1,193.62409001998185,0.6966862013411129
3.49,152.2018212482461,0,186.42975135744518,-1.6970157136039012
3.24,155.27838814261406,1,224.4526805063643,2.405086214594203
2.89,148.50770683467525,1,194.90320747269354,0.837356369506514
1.61,137.6632936928664,1,177.70474765274378,-0.14133376888274407
3.85,153.99098790009347,1,218.86211931288463,0.111618109746772
3.8,153.18344215858994,0,177.73613003489635,-0.6171501932036052
3.4,147.66910139084408,0,193.80382594417074,-0.660520456351201
3.5,152.80930812581465,0,180.05105212129598,-1.7448584314233888
3.03,154.51117359941787,0,177.13503902600138,-1.6940847561051782
2.91,155.4738826869249,0,176.23741937886444,-1.2532515127215258
3.26,148.10214994867806,0,153.89103291614214,-4.246177711138921
3.66,154.62126228374308,1,228.35667753987568,0.22976825646198734
3.48,149.9365398771832,0,172.36772940218677,-1.3039697835170005
3.64,160.3556943549803,0,173.4643829009879,-1.1864091602322853
3.64,155.34217985130084,0,181.27196794601707,-1.9315651003479617
3.31,144.03557358890686,0,136.90572320012024,-1.2529539778901788
3.81,148.12722804452153,1,192.29518477379057,2.661306320211426
2.66,150.00328818450043,1,206.72582540518664,0.09366482571403312
3.31,143.47097369646653,0,183.4369375617449,-1.3190774091937263
3.86,152.87421191642076,0,194.09171648965057,-1.3653702595241892
3.21,151.76455106921028,1,182.7983714170701,0.6296670650666848
3.74,152.70494333989484,0,191.60986436556553,-3.57940839276411
3.8,148.7732187063277,0,196.13093844114724,-0.657543882718882
3.04,147.73855061943746,1,169.51541909189143,0.21835374020833342
3.49,152.81570980105127,1,207.3584474668397,2.006136168890448
3.1,156.1354876047878,0,151.80873479035418,-2.080783478346941
2.71,141.9919037500823,0,171.24278093579437,-0.24051896488864033
2.21,137.00105901054127,1,195.5583667562396,0.002574006365209436
3.64,151.19132310984455,0,157.79368144407496,-2.1172522149110975
3.92,155.9050201837382,0,184.89177625913953,-2.1356687544953776
3.95,154.37419111380063,0,213.9007643949052,-1.151053688631115
2.53,150.67150837601386,0,182.18676428535338,-0.35681791549786757
2.71,142.46323592152984,0,162.35586919678408,-0.17043392318608247
2.7,155.32870260385505,0,161.73798413238785,-0.5515211296757974
3.02,154.86595138407236,0,167.15189316464256,-1.2572038741628002
3.62,150.8522379709101,0,180.41963420165635,-1.6343349857184921
3.92,153.7795231999513,0,182.2945320151693,-0.5255582106963385
2.93,147.7505324520242,0,141.15984195227207,-3.1092512858643007
3.93,152.26413134054565,1,202.58707087329194,1.5319052302128924
3.01,147.67135285349528,0,192.05357896086076,-0.41626131591330184
2.75,148.6853749874955,0,163.59477483107895,-0.593958968801785
3.29,152.0309068249929,1,207.93474342323148,0.6813953207924686
3.58,151.6782166620106,1,201.75483130484878,1.9291243204237014
2.91,154.0425437099137,1,198.6742248669497,-0.04869777296845945
3.7,150.26322224364952,0,163.74367418991915,-0.7332547922821984
2.87,150.10726634617254,1,182.18355544754206,0.8741106011306489
3.34,141.93585547803514,0,180.39364844388587,-0.5558524096804027
2.26,144.22279845675624,0,175.20123889489514,-0.7104641214650854
3.7,149.1510520322608,1,169.87717953661993,-0.08909570691588009
